Acc_X,Acc_Y,Acc_Z
-2.931279,-10.367621,-0.569869
-3.049526,-8.803409,0.194124
-3.177009,-9.960382,-0.231138
-3.30164,-9.279998,-0.14523
-2.679791,-9.769992,0.175165
-3.75696,-9.636206,-0.682224
-3.370518,-10.186066,0.620859
-3.177142,-9.571529,-0.624778
-2.405849,-9.795795,-0.131196
-3.576022,-9.979033,-0.363866
-2.866264,-9.255353,-0.158745
-2.839741,-9.595381,-0.135653
-3.812685,-9.667479,-0.32752
-3.324226,-9.946922,0.253856
-2.717661,-10.054772,-0.38482
-3.451859,-9.056432,0.570926
-3.341654,-10.005774,-0.449687
-3.046153,-9.322827,-0.215624
-3.827186,-10.024921,-0.46413
-3.277517,-9.069786,-0.080917
-2.923778,-9.389427,-0.473647
-3.623527,-9.773294,-0.476802
-3.045007,-9.67838,-1.09863
-3.049614,-9.86133,-1.472143
-2.972894,-9.890554,0.563447
-3.355701,-9.699623,-0.852514
-3.387941,-9.662436,0.999035
-2.962113,-9.641725,-0.657807
-2.75974,-9.533058,-0.723894
-3.49094,-9.998074,-0.879222
-2.780375,-9.363143,-0.23991
-3.018166,-9.888021,-0.660039
-3.171701,-9.433702,-0.100222
-2.931539,-9.726655,0.320338
-3.272257,-9.680501,-0.83398
-3.475588,-10.071081,0.498285
-3.09514,-9.541913,-0.528344
-2.854503,-9.530087,-0.219118
-3.78302,-10.127709,-0.613188
-2.918613,-8.943913,0.240229
-3.217262,-10.083146,-0.201535
-3.410492,-9.216237,-0.132231
-2.979729,-9.736402,0.137231
-3.619321,-9.615031,-0.523036
-3.5132,-10.273067,0.092759
-2.920504,-9.419001,-0.496762
-2.689643,-9.679758,-0.650446
-3.202716,-10.267225,-0.147969
-2.695354,-9.417317,-1.156561
-3.403851,-9.520756,0.097194
-3.372556,-9.499269,-0.079219
-2.850443,-9.795858,0.092068
-3.773197,-9.6905,-0.671897
-3.723124,-9.991463,0.500019
-2.851252,-9.727157,-0.362689
-2.919765,-9.094755,-0.105327
-3.729972,-10.04248,-0.514349
-2.73622,-9.205441,-0.266179
-3.025251,-9.564934,-0.283503
-3.82287,-9.581086,-0.235321
-3.391775,-9.723145,0.364598
-3.212737,-9.83427,-0.896805
-2.987624,-9.546152,0.66397
-3.422076,-10.169952,-0.470007
-2.600281,-9.367752,-0.376844
-3.259261,-10.007609,-0.393726
-3.502611,-9.437222,-0.152754
-3.459239,-9.751917,0.164585
-3.433708,-9.626575,-0.828605
-3.135191,-9.899507,0.130921
-3.110472,-10.402895,-0.864782
-3.088554,-9.069851,0.035747
-3.453372,-9.909565,-0.310225
-3.261097,-9.252845,-0.141679
-3.059613,-9.882949,0.360556
-3.380413,-9.65286,-0.94941
-3.114792,-9.724874,-1.38173
-3.479428,-9.667513,-0.922384
-2.776417,-9.407384,0.66609
-3.498932,-10.210371,-0.395184
-2.788048,-9.380757,-0.21323
-3.957525,-9.950266,-0.85074
-2.893053,-9.208084,-0.231267
-3.259829,-9.604305,-0.925588
-3.461643,-9.66837,-0.15771
-2.783767,-9.833838,0.139607
-3.295583,-9.882507,-0.826334
-3.497859,-10.014752,0.260774
-3.263156,-10.387366,-0.554803
-2.741578,-9.245736,-0.149438
-3.243309,-10.151252,-0.254674
-3.438769,-9.154294,-0.341287
-2.974478,-9.892349,0.312338
-3.79481,-9.784811,-0.798046
-3.482476,-10.021203,0.418586
-3.157742,-9.812991,-0.587631
-2.758719,-9.208963,-0.114306
-3.226252,-9.881516,-0.486152
-3.412536,-9.49437,-0.18341
-2.769638,-9.811438,-0.046105
-3.333363,-9.511124,-0.72231
-3.329419,-10.318009,0.160746
-2.963008,-9.568227,-0.373346
-2.741238,-9.408297,-0.326826
-3.485375,-9.785491,-0.254465
-2.783788,-9.510631,-0.579274
-3.112263,-9.586817,-0.081203
-3.736928,-9.415731,-0.577682
-3.211346,-9.915076,-0.190005
-3.763345,-9.669695,-0.919098
-3.169633,-9.59966,0.397837
-3.134317,-10.348709,-0.929452
-3.23631,-8.803551,0.233716
-3.285945,-9.660313,-0.163226
-3.736587,-9.340107,-0.161935
-3.234826,-9.60494,-0.042594
-3.655524,-9.50359,-0.692083
-3.77386,-10.183657,0.329769
-3.027685,-9.317035,-0.804307
-2.825838,-9.334474,-0.026288
-3.602059,-10.345505,-0.756163
-2.733952,-9.065305,0.107043
-3.331387,-10.052927,-0.402988
-3.377022,-9.333149,-0.340899
-2.901192,-9.633087,0.203789
-3.645658,-10.001791,-1.255128
-3.904671,-9.8835,0.522716
-2.84855,-9.72588,-0.423321
-3.239249,-9.227694,-0.253979
-3.883659,-9.877068,-0.696431
-2.942425,-9.279958,-0.18767
-3.032855,-9.768235,-1.162965
-3.18018,-9.695966,-0.681652
-2.546779,-9.830769,0.014629
-3.722175,-9.442438,-0.316342
-3.233913,-9.680537,0.705238
-3.562783,-9.757327,-0.784425
-3.539528,-10.159778,-0.071809
-3.528455,-9.917452,-0.730108
-2.724638,-9.575319,-0.841471
-3.292468,-10.340645,-0.614975
-2.86628,-9.124142,0.010693
-3.053151,-10.041155,-0.20942
-3.221965,-9.283679,-0.311052
-2.737594,-9.820031,0.034628
-3.694658,-9.639557,-0.55738
-3.637518,-9.706421,0.456585
-3.196744,-9.769427,-0.679791
-2.868447,-9.23148,0.396751
-3.341837,-10.358127,-0.944496
-2.844278,-9.136007,0.233002
-3.395069,-9.963217,-0.640213
-3.001925,-9.361362,-0.239275
-2.935344,-10.003451,0.168686
-3.598388,-9.516273,-0.617575
