Acc_X,Acc_Y,Acc_Z
0.209105,-9.902125,-0.827989
0.272667,-9.899937,-0.825752
0.32338,-9.896236,-0.84048
0.292036,-9.898067,-0.853928
0.28339,-9.899265,-0.84568
0.286449,-9.898065,-0.861109
0.282895,-9.900808,-0.83504
0.306402,-9.897402,-0.826794
0.311723,-9.896073,-0.839696
0.267297,-9.896454,-0.846719
0.23105,-9.900994,-0.842024
0.237103,-9.900862,-0.835373
0.245815,-9.900726,-0.84189
0.222097,-9.900662,-0.848316
0.206862,-9.898483,-0.894242
0.244791,-9.895486,-0.892272
0.298288,-9.894077,-0.876274
0.356948,-9.891683,-0.904272
0.322001,-9.894932,-0.8888
0.266138,-9.898774,-0.867761
0.232182,-9.897002,-0.880728
0.218149,-9.897471,-0.899218
0.21136,-9.895004,-0.878498
0.279201,-9.895409,-0.855591
0.324226,-9.894876,-0.855324
0.302546,-9.892148,-0.884121
0.280285,-9.893043,-0.931534
0.254892,-9.894205,-0.921086
0.242025,-9.895209,-0.894961
0.266034,-9.892682,-0.916175
0.274479,-9.892613,-0.929676
0.283591,-9.892015,-0.915644
0.283113,-9.894493,-0.899756
0.258851,-9.895741,-0.869889
0.225065,-9.901127,-0.848474
0.210708,-9.898701,-0.856734
0.207297,-9.897904,-0.882051
0.230454,-9.895206,-0.91458
0.280067,-9.890687,-0.919967
0.325918,-9.888835,-0.943285
0.367455,-9.887826,-0.945039
0.348567,-9.888493,-0.909725
0.303009,-9.897536,-0.858916
0.22928,-9.899502,-0.82764
0.159993,-9.900953,-0.834532
0.232115,-9.898464,-0.838763
0.28153,-9.897734,-0.831782
0.282171,-9.896959,-0.85637
0.25032,-9.898124,-0.881181
0.252999,-9.897335,-0.869623
0.249073,-9.902058,-0.839495
0.260406,-9.897614,-0.831411
0.270996,-9.898193,-0.823647
0.265847,-9.897178,-0.864859
0.25373,-9.899797,-0.881658
0.202652,-9.900928,-0.834574
0.205338,-9.904576,-0.78019
0.294564,-9.901194,-0.793474
0.247146,-9.902523,-0.810168
0.202437,-9.904001,-0.829744
0.174795,-9.903999,-0.813565
0.215821,-9.901927,-0.825994
0.235374,-9.904323,-0.823201
0.198445,-9.9032,-0.770903
0.214553,-9.905813,-0.77932
0.192014,-9.905385,-0.801253
0.144995,-9.906048,-0.806309
0.186958,-9.905049,-0.827059
0.228845,-9.902982,-0.819225
0.250938,-9.90279,-0.806043
0.238765,-9.901925,-0.794472
0.213429,-9.904919,-0.775517
0.188143,-9.905161,-0.779972
0.23072,-9.902058,-0.801521
0.316313,-9.897205,-0.8234
0.401239,-9.891218,-0.90354
0.384613,-9.889778,-0.91862
0.337727,-9.891018,-0.92143
0.291373,-9.894143,-0.917639
0.264613,-9.892247,-0.921883
0.256125,-9.894134,-0.89533
0.267363,-9.899466,-0.847808
0.309395,-9.896473,-0.833044
0.309449,-9.897831,-0.834893
0.285508,-9.893697,-0.849549
0.23278,-9.900861,-0.879266
0.24515,-9.897268,-0.880129
0.280211,-9.894131,-0.882271
0.297479,-9.894494,-0.908171
0.282063,-9.889289,-0.979557
0.308996,-9.885764,-0.967385
0.359075,-9.885643,-0.970275
0.344577,-9.888627,-0.924955
0.282062,-9.890685,-0.892767
0.247279,-9.89747,-0.889042
0.23298,-9.900589,-0.860288
0.223603,-9.899797,-0.833111
0.224268,-9.90206,-0.824464
0.27448,-9.899792,-0.839538
0.313385,-9.896007,-0.850136
0.273881,-9.897204,-0.848075
0.266631,-9.89973,-0.837633
0.230514,-9.904508,-0.790057
0.21662,-9.903586,-0.78822
0.198798,-9.906847,-0.798462
0.232049,-9.900262,-0.824265
0.286232,-9.898558,-0.849477
0.290508,-9.90239,-0.835306
0.233179,-9.902193,-0.784163
0.19607,-9.906582,-0.777578
0.175301,-9.907772,-0.794264
0.211766,-9.90086,-0.816352
0.24761,-9.902454,-0.8383
0.222098,-9.903564,-0.837362
0.174721,-9.90279,-0.79334
0.20997,-9.90472,-0.797131
0.266101,-9.900526,-0.846412
0.286596,-9.895729,-0.862826
0.290307,-9.896539,-0.879266
0.237435,-9.896275,-0.864368
0.247079,-9.89674,-0.912252
0.27847,-9.894424,-0.927397
0.25792,-9.89308,-0.902143
0.257588,-9.894343,-0.872417
0.2661,-9.899667,-0.855125
0.273972,-9.903708,-0.826552
0.270344,-9.902619,-0.810516
0.259099,-9.899792,-0.822995
0.213229,-9.902723,-0.827392
0.240896,-9.903919,-0.814955
0.270709,-9.901097,-0.792379
0.295627,-9.903852,-0.789814
0.276474,-9.899198,-0.830983
0.271353,-9.902856,-0.84415
0.2731,-9.898701,-0.82851
0.286051,-9.900127,-0.797729
0.282595,-9.89973,-0.79753
0.275786,-9.901096,-0.832428
0.263773,-9.896206,-0.851001
0.268227,-9.899597,-0.848408
0.279733,-9.898932,-0.869954
0.26425,-9.895654,-0.854264
0.303343,-9.89541,-0.848607
0.321034,-9.899134,-0.841025
0.332302,-9.89747,-0.842439
0.259715,-9.899998,-0.857785
0.178247,-9.904185,-0.820342
0.200192,-9.902125,-0.822271
0.175737,-9.904797,-0.829525
0.173191,-9.900463,-0.845481
0.256324,-9.89614,-0.883722
0.276609,-9.89747,-0.889573
0.247927,-9.898993,-0.884956
0.247678,-9.899864,-0.822271
0.192346,-9.904386,-0.790813
0.186028,-9.904719,-0.809701
0.184298,-9.90603,-0.801447
0.202188,-9.902526,-0.822137
0.259117,-9.903719,-0.818613
0.237986,-9.90146,-0.795717
0.177181,-9.906649,-0.815022
0.192213,-9.905117,-0.810433
0.232981,-9.900879,-0.843455
0.288772,-9.892753,-0.875087
0.320368,-9.894145,-0.879731
0.315247,-9.895608,-0.876605
0.311191,-9.895473,-0.8651
0.299656,-9.89573,-0.870229
0.266426,-9.895293,-0.866527
0.304541,-9.89062,-0.921098
0.31864,-9.891951,-0.932004
0.321347,-9.892101,-0.905125
0.33041,-9.889223,-0.934997
0.30361,-9.893811,-0.917905
0.283839,-9.900661,-0.85013
0.235954,-9.900298,-0.784615
0.213628,-9.907847,-0.79261
0.18842,-9.905916,-0.777378
0.1872,-9.90545,-0.779755
0.222871,-9.901859,-0.78496
0.320968,-9.900064,-0.818014
0.305677,-9.902692,-0.808269
0.238568,-9.90741,-0.802608
0.179511,-9.900994,-0.804313
0.212098,-9.904119,-0.850669
0.222243,-9.900298,-0.844834
0.26911,-9.898849,-0.881691
0.282859,-9.897935,-0.866962
0.205315,-9.898803,-0.882791
0.157889,-9.900446,-0.872693
0.205314,-9.897005,-0.913384
0.230653,-9.894943,-0.905203
0.249075,-9.895941,-0.908062
0.240018,-9.89551,-0.88452
0.26113,-9.896451,-0.904615
0.264571,-9.896802,-0.887579
0.239099,-9.8992,-0.867694
0.235308,-9.899931,-0.851134
0.221589,-9.898919,-0.83163
0.253796,-9.901592,-0.834841
0.248009,-9.900465,-0.836703
0.235519,-9.903852,-0.823431
0.230387,-9.901058,-0.819079
0.251071,-9.902191,-0.815952
0.295593,-9.90465,-0.790203
0.254456,-9.900156,-0.764085
0.243887,-9.901392,-0.782433
0.210435,-9.907513,-0.819211
0.208639,-9.906781,-0.789814
0.232762,-9.905087,-0.775041
0.250339,-9.904385,-0.796797
0.266565,-9.90332,-0.802184
0.270634,-9.902112,-0.808269
0.24342,-9.903453,-0.779175
0.195271,-9.905517,-0.766605
0.197938,-9.905595,-0.803263
0.203586,-9.905984,-0.822005
0.203985,-9.907313,-0.776913
0.224003,-9.905719,-0.755301
0.244443,-9.902114,-0.780699
0.243421,-9.904588,-0.812626
0.214092,-9.903521,-0.851002
0.145857,-9.900929,-0.78782
0.157018,-9.909585,-0.789766
0.189884,-9.904785,-0.793208
0.214957,-9.906581,-0.774652
0.206426,-9.909225,-0.733612
0.190749,-9.907978,-0.743727
0.206844,-9.907245,-0.751442
0.261975,-9.903987,-0.766273
0.247419,-9.908642,-0.79238
0.167805,-9.905648,-0.785359
0.177781,-9.909771,-0.774321
0.203918,-9.906913,-0.745457
0.188144,-9.909585,-0.748413
0.184896,-9.908977,-0.749712
0.181769,-9.909243,-0.748516
0.185429,-9.907775,-0.760687
0.182629,-9.909949,-0.767276
0.174522,-9.909508,-0.763146
0.149515,-9.908709,-0.768998
0.157763,-9.90751,-0.789948
0.160792,-9.907118,-0.794265
0.20711,-9.905914,-0.795801
0.271488,-9.901526,-0.78975
0.274043,-9.90233,-0.786648
0.206427,-9.908205,-0.77018
0.18443,-9.908977,-0.768866
0.189685,-9.908377,-0.759823
0.210501,-9.907181,-0.757228
0.228771,-9.908351,-0.748703
0.230006,-9.90915,-0.723819
0.237502,-9.907776,-0.756031
0.248608,-9.899597,-0.84854
0.348101,-9.890089,-0.897155
0.421325,-9.8884,-0.908897
