Acc_X,Acc_Y,Acc_Z
-4.267394,-8.235605,0.926005
-2.360671,-10.180584,-0.385195
-3.815948,-8.6453,0.842964
-2.308863,-10.327263,-0.682029
-4.605968,-7.802945,1.449693
-2.651236,-9.175487,-0.203703
-3.71998,-10.098251,-0.954218
-5.541616,-7.829895,1.674519
-1.927388,-10.435567,-0.404881
-4.223162,-8.302,0.878479
-2.000229,-10.179186,-0.933927
-4.471046,-8.198965,0.974252
-2.050023,-9.478884,-0.742995
-2.594837,-9.109977,0.578604
-2.994112,-9.662838,0.121989
-1.820315,-10.278346,-0.454496
-4.465044,-8.231637,0.877147
-3.43588,-8.341385,0.762546
-2.206511,-10.570106,-0.117445
-4.072326,-8.042029,0.981628
-2.101293,-10.469321,-0.413806
-3.576527,-8.747853,1.033635
-1.485126,-10.396595,-0.581654
-3.378638,-8.414808,0.905111
-2.363997,-9.452347,-0.476839
-1.8807,-9.269259,0.228917
-3.32981,-9.572802,0.172049
-1.472423,-10.228135,-1.802563
-2.590981,-9.679201,0.448586
-1.517249,-10.834998,-0.813359
-3.355927,-8.570936,0.903441
-1.737183,-10.358752,-0.229307
-3.380535,-8.736082,0.678893
-1.851504,-10.420204,-0.388721
-3.658903,-8.660176,0.731856
-1.741638,-10.318915,-0.419779
